Name,City,Country,FAA,ICAO,Latitude,Longitude,Altitude,Timezone,DST,Color
Mariscal Sucre Intl,Quito,Ecuador,UIO,SEQU,-0.141144,-78.488214,9228,-5,U,59
General Ulpiano Paez,Salinas,Ecuador,SNC,SESA,-2.204994,-80.988878,18,-5,U,59
Tarapoa,Tarapoa,Ecuador,TPC,SETR,-0.122956,-76.33775,814,-5,U,59
Teniente Coronel Luis A Mantilla,Tulcan,Ecuador,TUA,SETU,0.809506,-77.708056,9649,-5,U,59
General Rivadeneira Airport,Esmeraldas,Ecuador,ESM,SETN,0.978519,-79.6266,32,-5,U,59
Camilo Ponce Enriquez Airport,La Toma (Catamayo),Ecuador,LOH,SETM,-3.99589,-79.3719,4056,-5,U,59
San Crist√≥bal Airport,San Crist√≥bal,Ecuador,SCY,SEST,-0.910206,-89.61745,62,-6,U,59
Nueva Loja Airport,Lago Agrio,Ecuador,LGQ,SELA,0.093056,-76.8675,980,-5,U,59
Cotopaxi International Airport,Latacunga,Ecuador,LTX,\N,-0.5425,-78.3657,9205,-5,S,59
Tiputini,Tiputini,Ecuador,TPN,SETI,-0.766667,-75.53333,997,-5,S,59
Shell Mera,Pastaza,Ecuador,PTZ,SESM,-2,-77,7076,-5,S,59
Santa Rosa,Santa Rosa,Ecuador,ETR,,-3.43516,-79.977816,,,,59
Alexandria Intl,Alexandria,Egypt,ALY,HEAX,31.183903,29.948889,-6,2,U,60
Abu Simbel,Abu Simbel,Egypt,ABS,HEBL,22.375953,31.611722,616,2,U,60
Cairo Intl,Cairo,Egypt,CAI,HECA,30.121944,31.405556,382,2,U,60
Hurghada Intl,Hurghada,Egypt,HRG,HEGN,27.178317,33.799436,52,2,U,60
El Gora,El Gorah,Egypt,EGR,HEGR,31.068975,34.129194,324,2,U,60
Luxor Intl,Luxor,Egypt,LXR,HELX,25.671028,32.706583,294,2,U,60
Mersa Matruh,Mersa-matruh,Egypt,MUH,HEMM,31.325356,27.221689,94,2,U,60
Port Said,Port Said,Egypt,PSD,HEPS,31.279444,32.24,8,2,U,60
St Catherine Intl,St. Catherine,Egypt,SKV,HESC,28.685278,34.0625,4368,2,U,60
Aswan Intl,Aswan,Egypt,ASW,HESN,23.964356,32.819975,662,2,U,60
El Tor,El-tor,Egypt,ELT,HETR,28.209028,33.645517,115,2,U,60
Borg El Arab Intl,Alexandria,Egypt,HBE,HEBA,30.917669,29.696408,177,2,U,60
Sharm El Sheikh Intl,Sharm El Sheikh,Egypt,SSH,HESH,27.977222,34.394722,143,2,N,60
Marsa Alam Intl,Marsa Alam,Egypt,RMF,HEMA,25.557111,34.583711,251,2,U,60
Taba Intl,Taba,Egypt,TCP,HETB,29.587778,34.778056,2415,2,U,60
Asyut International Airport,Asyut,Egypt,ATZ,HEAT,27.046508,31.011983,772,2,U,60
El Arish International Airport,El Arish,Egypt,AAC,HEAR,31.073333,33.835833,121,2,U,60
Sharq Al-Owainat Airport,Sharq Al-Owainat,Egypt,GSQ,HEOW,22.5806,28.7207,859,2,U,60
Alalamain Intl.,Dabaa City,Egypt,DBB,HEAL,30.15,28.0833,144,2,N,60
Sohag International,Sohag,Egypt,HMB,HEMK,26.341189,31.742983,859,2,E,60
El Salvador Intl,San Salvador,El Salvador,SAL,MSLP,13.440947,-89.055728,101,-6,U,61
Bata,Bata,Equatorial Guinea,BSG,FGBT,1.905469,9.805681,13,1,N,62
Malabo,Malabo,Equatorial Guinea,SSG,FGSL,3.755267,8.708717,76,1,N,62
Assab Intl,Assab,Eritrea,ASA,HHSB,13.071783,42.645006,46,3,U,63
Asmara Intl,Asmara,Eritrea,ASM,HHAS,15.291853,38.910667,7661,3,U,63
Massawa Intl,Massawa,Eritrea,MSW,HHMS,15.669989,39.370103,194,3,U,63
Kardla,Kardla,Estonia,KDL,EEKA,58.990756,22.830733,18,2,E,64
Kuressaare,Kuressaare,Estonia,URE,EEKE,58.229883,22.509494,14,2,E,64
Parnu,Parnu,Estonia,EPU,EEPU,58.419044,24.472819,47,2,E,64
Tallinn,Tallinn-ulemiste International,Estonia,TLL,EETN,59.413317,24.832844,131,2,E,64
Tartu,Tartu,Estonia,TAY,EETU,58.307461,26.690428,219,2,E,64
Bole Intl,Addis Ababa,Ethiopia,ADD,HAAB,8.977889,38.799319,7656,3,U,65
Arba Minch,Arba Minch,Ethiopia,AMH,HAAM,6.039389,37.590453,3895,3,U,65
Axum,Axum,Ethiopia,AXU,HAAX,14.14675,38.772833,6915,3,U,65
Bahir Dar,Bahar Dar,Ethiopia,BJR,HABD,11.608075,37.321644,5976,3,U,65
Dire Dawa Intl,Dire Dawa,Ethiopia,DIR,HADR,9.6247,41.854203,3829,3,U,65
Gambella,Gambella,Ethiopia,GMB,HAGM,8.128764,34.563131,1771,3,U,65
Gondar,Gondar,Ethiopia,GDQ,HAGN,12.5199,37.434047,6541,3,U,65
Jimma,Jimma,Ethiopia,JIM,HAJM,7.666094,36.816639,5587,3,U,65
Lalibella,Lalibella,Ethiopia,LLI,HALL,11.975014,38.979969,6423,3,U,65
Makale,Makale,Ethiopia,MQX,HAMK,13.467367,39.533464,7406,3,U,65
Asosa,Asosa,Ethiopia,ASO,HASO,10.01855,34.586253,5120,3,U,65
Tippi Airport,Tippi,Ethiopia,TIE,HATP,7.117,35.383,1100,3,U,65
Mizan Teferi Airport,Mizan Teferi,Ethiopia,MTF,HAMT,6.967,35.533,4396,3,U,65
Kabri Dehar Airport,Kabri Dehar,Ethiopia,ABK,HAKD,6.734,44.253,1800,3,U,65
Gore Airport,Gore,Ethiopia,GOR,HAGR,8.167,35.55,6580,3,U,65
Gode Airport,Gode,Ethiopia,GDE,HAGO,5.935128,43.578567,834,3,U,65
Dembidollo Airport,Dembidollo,Ethiopia,DEM,HADD,8.554,34.858,5200,3,U,65
Combolcha Airport,Dessie,Ethiopia,DSE,HADC,11.0825,39.7114,6117,3,U,65
Beica Airport,Beica,Ethiopia,BEI,HABE,9.38639,34.5219,5410,3,U,65
Baco Airport,Baco,Ethiopia,BCO,HABC,5.78287,36.562,0,3,U,65
Shire Inda Selassie Airport,Shire Indasilase,Ethiopia,SHC,,14.0781,38.2725,6207,3,U,65
Shilavo Airport,Shilavo,Ethiopia,HIL,,6.08333,44.7667,1296,3,U,65
Awasa Airport,Awasa,Ethiopia,AWA,HALA,7.067,38.5,5149,3,U,65
Jijiga Airport,Jijiga,Ethiopia,JIJ,HAJJ,9.359722,42.7875,2000,3,U,65
Mekane Salam Airport,Mekane Selam,Ethiopia,MKS,HAMA,10.633333,38.783333,3000,3,U,65
Debre Marqos,Debre Marqos,Ethiopia,DBM,HADM,10.316667,37.733333,7440,3,U,65
Debre Tabor Airport,Debre Tabor,Ethiopia,DBT,HADT,11.966667,38,7740,3,U,65
Harar Meda Airport,Debre Zeyit,Ethiopia,QHR,HAHM,8.7163,39.0059,8850,3,U,65
Robe Airport,Goba,Ethiopia,GOB,HAGB,6.733333,44.266667,4000,3,U,65
Humera Airport,Humera,Ethiopia,HUE,HAHU,14.3,36.616667,1500,3,U,65
Semera†,Semera†,Ethiopia,SZE,,11.787483,40.991722,,,,66
Mount Pleasant,Mount Pleasant,Falkland Islands,MPN,EGYP,-51.822777,-58.447222,244,-3,U,66
Stanley Airport,Stanley,Falkland Islands,PSY,SFAL,-51.685672,-57.777644,75,-3,U,66
Vagar,Vagar,Faroe Islands,FAE,EKVG,62.063628,-7.277219,280,0,E,67
Nadi Intl,Nandi,Fiji,NAN,NFFN,-17.755392,177.443378,59,12,U,68
Nausori Intl,Nausori,Fiji,SUV,NFNA,-18.043267,178.559228,17,12,U,68
Levuka Airfield,Levuka,Fiji,LEV,NFNB,-17.68333,178.83333,11,12,N,68
Vanua Balavu Airport,Vanua Balavu,Fiji,VBV,NFVB,-17.269,-178.976,76,12,U,68
Savusavu Airport,Savusavu,Fiji,SVU,NFNS,-16.8028,179.341,17,12,U,68
Rotuma Airport,Rotuma,Fiji,RTA,NFNR,-12.4825,177.071,22,12,U,68
Koro Island Airport,Koro Island,Fiji,KXF,NFNO,-17.3458,179.422,358,12,U,68
Matei Airport,Matei,Fiji,TVU,NFNM,-16.6906,-179.877,60,12,U,68
Labasa Airport,Lambasa,Fiji,LBS,NFNL,-16.466749,179.33986,44,12,U,68
Lakeba Island Airport,Lakeba Island,Fiji,LKB,NFNK,-18.1992,-178.817,280,12,U,68
Ngau Airport,Ngau,Fiji,NGI,NFNG,-18.1156,179.34,50,12,U,68
Moala Airport,Moala,Fiji,MFJ,NFMO,-18.5667,179.951,13,12,U,68
Mana Island Airport,Mana Island,Fiji,MNF,NFMA,-17.6731,177.098,0,12,U,68
Vunisea Airport,Vunisea,Fiji,KDV,NFKD,-19.0581,178.157,6,12,U,68
Malolo Lailai Island Airport,Malolo Lailai Island,Fiji,PTF,NFFO,-17.7779,177.197,10,12,U,68
Cicia Airport,Cicia,Fiji,ICI,NFCI,-17.7433,-179.342,13,12,U,68
Enontekio,Enontekio,Finland,ENF,EFET,68.362586,23.424322,1005,2,E,69
Halli,Halli,Finland,KEV,EFHA,61.85605,24.7866,479,2,E,69
Helsinki Malmi,Helsinki,Finland,HEM,EFHF,60.254558,25.042828,57,2,E,69
Helsinki Vantaa,Helsinki,Finland,HEL,EFHK,60.317222,24.963333,179,2,E,69
Hyvinkaa,Hyvinkaa,Finland,HYV,EFHV,60.654444,24.881111,430,2,E,69
Ivalo,Ivalo,Finland,IVL,EFIV,68.607269,27.405328,481,2,E,69
Joensuu,Joensuu,Finland,JOE,EFJO,62.662906,29.60755,398,2,E,69
Jyvaskyla,Jyvaskyla,Finland,JYV,EFJY,62.399453,25.678253,459,2,E,69
Kauhava,Kauhava,Finland,KAU,EFKA,63.127078,23.051442,151,2,E,69
Kemi Tornio,Kemi,Finland,KEM,EFKE,65.781889,24.5991,61,2,E,69
Kajaani,Kajaani,Finland,KAJ,EFKI,64.285472,27.692414,483,2,E,69
Kruunupyy,Kruunupyy,Finland,KOK,EFKK,63.721172,23.143131,84,2,E,69
Kuusamo,Kuusamo,Finland,KAO,EFKS,65.987575,29.239381,866,2,E,69
Kittila,Kittila,Finland,KTT,EFKT,67.701022,24.84685,644,2,E,69
Kuopio,Kuopio,Finland,KUO,EFKU,63.00715,27.797756,323,2,E,69
Lappeenranta,Lappeenranta,Finland,LPP,EFLP,61.044553,28.144397,349,2,E,69
Mariehamn,Mariehamn,Finland,MHQ,EFMA,60.122203,19.898156,17,2,E,69
Mikkeli,Mikkeli,Finland,MIK,EFMI,61.6866,27.201794,329,2,E,69
Oulu,Oulu,Finland,OUL,EFOU,64.930061,25.354564,47,2,E,69
Pori,Pori,Finland,POR,EFPO,61.461686,21.799983,44,2,E,69
Rovaniemi,Rovaniemi,Finland,RVN,EFRO,66.564822,25.830411,642,2,E,69
Savonlinna,Savonlinna,Finland,SVL,EFSA,61.943064,28.945136,311,2,E,69
Sodankyla,Sodankyla,Finland,SOT,EFSO,67.395033,26.619133,602,2,E,69
Tampere Pirkkala,Tampere,Finland,TMP,EFTP,61.414147,23.604392,390,2,E,69
Turku,Turku,Finland,TKU,EFTU,60.514142,22.262808,161,2,E,69
Utti,Utti,Finland,QVY,EFUT,60.896394,26.938353,339,2,E,69
Vaasa,Vaasa,Finland,VAA,EFVA,63.05065,21.762175,19,2,E,69
Varkaus,Varkaus,Finland,VRK,EFVR,62.171111,27.868611,286,2,E,69
Sein√§joki Airport,Sein√§joki / Ilmajoki,Finland,SJY,EFSI,62.6921,22.8323,302,2,E,69
Hernesaari Heliport,Helsinki,Finland,HEN,EFHE,60.1478,24.9244,7,2,E,69
Calais Dunkerque,Calais,France,CQF,LFAC,50.962097,1.954764,12,1,E,70
Le Touquet Paris Plage,Le Tourquet,France,LTQ,LFAT,50.517385,1.620587,36,1,E,70
La Garenne,Agen,France,AGF,LFBA,44.174721,0.590556,204,1,E,70
Merignac,Bordeaux,France,BOD,LFBD,44.828335,-0.715556,162,1,E,70
Roumaniere,Bergerac,France,EGC,LFBE,44.825279,0.518611,171,1,E,70
Chateaubernard,Cognac,France,CNG,LFBG,45.658333,-0.3175,102,1,E,70
Biard,Poitiers,France,PIS,LFBI,46.587745,0.306666,423,1,E,70
Bellegarde,Limoges,France,LIG,LFBL,45.862778,1.179444,1300,1,E,70
Souche,Niort,France,NIT,LFBN,46.311303,-0.401503,203,1,E,70
Blagnac,Toulouse,France,TLS,LFBO,43.629075,1.363819,499,1,E,70
Pau Pyrenees,Pau,France,PUF,LFBP,43.38,-0.418611,616,1,E,70
Lourdes,Tarbes,France,LDE,LFBT,43.178675,-0.006439,1260,1,E,70
Brie Champniers,Angouleme,France,ANG,LFBU,45.729247,0.221456,436,1,E,70
La Roche,Brive,France,BVE,LFSL,45.150833,1.469167,379,1,E,70
Bassillac,Perigueux,France,PGX,LFBX,45.198055,0.815556,328,1,E,70
Anglet,Biarritz-bayonne,France,BIQ,LFBZ,43.468419,-1.523325,245,1,E,70
La Teste De Buch,Arcachon,France,XAC,LFCH,44.59639,-1.110833,49,1,E,70
Le Sequestre,Albi,France,LBI,LFCI,43.913887,2.113056,564,1,E,70
Mazamet,Castres,France,DCM,LFCK,43.55625,2.289183,788,1,E,70
Marcillac,Rodez,France,RDZ,LFCR,44.407869,2.482672,1910,1,E,70
Medis,Royan,France,RYN,LFCY,45.628056,-0.9725,72,1,E,70
St Agnant,Rochefort,France,RCO,LFDN,45.887779,-0.983056,60,1,E,70
Houssen,Colmar,France,CMR,LFGA,48.109853,7.359011,628,1,E,70
Tavaux,Dole,France,DLE,LFGJ,47.039014,5.42725,645,1,E,70
Ardeche Meridionale,Aubenas-vals-lanas,France,OBS,LFHO,44.544236,4.372192,923,1,E,70
Loudes,Le Puy,France,LPY,LFHP,45.080689,3.762889,2731,1,E,70
Ceyzeriat,Bourg,France,XBK,LFHS,46.20089,5.292028,857,1,E,70
Tarare,Vilefrance,France,XVF,LFHV,45.901947,4.634906,1076,1,E,70
Montbeugny,Moulins,France,XMU,LFHY,46.534581,3.423725,915,1,E,70
Metz Nancy Lorraine,Metz,France,ETZ,LFJL,48.982142,6.251319,870,1,E,70
Poretta,Bastia,France,BIA,LFKB,42.552664,9.483731,26,1,E,70
Saint Catherine,Calvi,France,CLY,LFKC,42.530753,8.793189,209,1,E,70
Sud Corse,Figari,France,FSC,LFKF,41.500557,9.097777,87,1,E,70
Campo Dell Oro,Ajaccio,France,AJA,LFKJ,41.923637,8.802917,18,1,E,70
Solenzara,Solenzara,France,SOZ,LFKS,41.924416,9.406,28,1,E,70
Branches,Auxerre,France,AUF,LFLA,47.850193,3.497111,523,1,E,70
Aix Les Bains,Chambery,France,CMF,LFLB,45.63805,5.880225,779,1,E,70
Auvergne,Clermont-Ferrand,France,CFE,LFLC,45.786661,3.169169,1090,1,E,70
Bourges,Bourges,France,BOU,LFLD,47.058056,2.370278,529,1,E,70
Champforgeuil,Chalon,France,XCD,LFLH,46.826108,4.817633,623,1,E,70
Annemasse,Annemasse,France,QNJ,LFLI,46.191972,6.268386,1620,1,E,70
Saint Exupery,Lyon,France,LYS,LFLL,45.726387,5.090833,821,1,E,70
Charnay,Macon,France,QNX,LFLM,46.295103,4.795767,728,1,E,70
Renaison,Roanne,France,RNE,LFLO,46.058334,4.001389,1106,1,E,70
Meythet,Annecy,France,NCY,LFLP,45.929233,6.098764,1521,1,E,70
Saint Geoirs,Grenoble,France,GNB,LFLS,45.362944,5.329375,1302,1,E,70
Domerat,Montlucon,France,MCU,LFLT,46.352525,2.570486,771,1,E,70
Chabeuil,Valence,France,VAF,LFLU,44.921594,4.9699,525,1,E,70
Charmeil,Vichy,France,VHY,LFLV,46.169689,3.403736,817,1,E,70
Aurillac,Aurillac,France,AUR,LFLW,44.891388,2.421944,2096,1,E,70
Deols,Chateauroux,France,CHR,LFLX,46.862194,1.730667,529,1,E,70
Bron,Lyon,France,LYN,LFLY,45.727172,4.944275,659,1,E,70
Aix Les Milles,Aix-les-milles,France,QXB,LFMA,43.505554,5.367778,367,1,E,70
Mandelieu,Cannes,France,CEQ,LFMD,43.54205,6.953478,13,1,E,70
Boutheon,St-Etienne,France,EBU,LFMH,45.540554,4.296389,1325,1,E,70
Salvaza,Carcassonne,France,CCF,LFMK,43.215978,2.306317,433,1,E,70
Provence,Marseille,France,MRS,LFML,43.435555,5.213611,74,1,E,70
Cote D\\'Azur,Nice,France,NCE,LFMN,43.658411,7.215872,12,1,E,70
Rivesaltes,Perpignan,France,PGF,LFMP,42.740442,2.870667,144,1,E,70
Le Castellet,Le Castellet,France,CTT,LFMQ,43.252506,5.785189,1391,1,E,70
Mediterranee,Montpellier,France,MPL,LFMT,43.576194,3.963014,17,1,E,70
Vias,Beziers,France,BZR,LFMU,43.323522,3.353903,56,1,E,70
Caumont,Avignon,France,AVN,LFMV,43.9073,4.901831,124,1,E,70
Brenoux,Mende,France,MEN,LFNB,44.502108,3.532819,3362,1,E,70
Tille,Beauvais,France,BVA,LFOB,49.454444,2.112778,359,1,E,70
Octeville,Le Havre,France,LEH,LFOH,49.533889,0.088056,312,1,E,70
Bricy,Orleans,France,ORE,LFOJ,47.987778,1.760556,412,1,E,70
Vatry,Chalons,France,XCR,LFOK,48.776072,4.184492,587,1,E,70
Vallee De Seine,Rouen,France,URO,LFOP,49.384172,1.1748,512,1,E,70
Val De Loire,Tours,France,TUF,LFOT,47.432222,0.727606,357,1,E,70
Le Pontreau,Cholet,France,CET,LFOU,47.082136,-0.877064,443,1,E,70
Entrammes,Laval,France,LVA,LFOV,48.031361,-0.742986,330,1,E,70
Le Bourget,Paris,France,LBG,LFPB,48.969444,2.441389,218,1,E,70
Creil,Creil,France,CSF,LFPC,49.253547,2.519139,291,1,E,70
Charles De Gaulle,Paris,France,CDG,LFPG,49.012779,2.55,392,1,E,70
Toussus Le Noble,Toussous-le-noble,France,TNF,LFPN,48.751922,2.106189,538,1,E,70
Orly,Paris,France,ORY,LFPO,48.725278,2.359444,291,1,E,70
Cormeilles En Vexin,Pontoise,France,POX,LFPT,49.096647,2.040833,325,1,E,70
Barberey,Troyes,France,QYR,LFQB,48.322136,4.016703,388,1,E,70
Fourchambault,Nevers,France,NVS,LFQG,47.002625,3.113333,602,1,E,70
Lesquin,Lille,France,LIL,LFQQ,50.561942,3.089444,157,1,E,70
Guipavas,Brest,France,BES,LFRB,48.447911,-4.418539,325,1,E,70
Maupertus,Cherbourg,France,CER,LFRC,49.650106,-1.470281,459,1,E,70
Pleurtuit,Dinard,France,DNR,LFRD,48.587683,-2.079958,219,1,E,70
Granville,Granville,France,GFR,LFRF,48.883057,-1.564167,45,1,E,70
St Gatien,Deauville,France,DOL,LFRG,49.365339,0.154306,479,1,E,70
Lann Bihoue,Lorient,France,LRT,LFRH,47.760555,-3.44,160,1,E,70
Les Ajoncs,La Roche-sur-yon,France,EDM,LFRI,46.701944,-1.378625,299,1,E,70
Carpiquet,Caen,France,CFR,LFRK,49.173333,-0.45,256,1,E,70
Arnage,Le Mans,France,LME,LFRM,47.948611,0.201667,194,1,E,70
St Jacques,Rennes,France,RNS,LFRN,48.069508,-1.734794,124,1,E,70
Lannion,Lannion,France,LAI,LFRO,48.754378,-3.471656,290,1,E,70
Pluguffan,Quimper,France,UIP,LFRQ,47.974981,-4.167786,297,1,E,70
Nantes Atlantique,Nantes,France,NTE,LFRS,47.153189,-1.610725,90,1,E,70
Armor,St.-brieuc Armor,France,SBK,LFRT,48.537777,-2.854445,453,1,E,70
Ploujean,Morlaix,France,MXN,LFRU,48.603222,-3.815783,272,1,E,70
Meucon,Vannes,France,VNE,LFRV,47.723303,-2.718561,440,1,E,70
Montoir,St.-nazaire,France,SNR,LFRZ,47.312189,-2.149181,13,1,E,70
Bale Mulhouse,Mulhouse,France,MLH,LFSB,47.589583,7.529914,885,1,E,70
Longvic,Dijon,France,DIJ,LFSD,47.26889,5.09,726,1,E,70
Frescaty,Metz,France,MZM,LFSF,49.071667,6.131667,629,1,E,70
Mirecourt,Epinal,France,EPL,LFSG,48.324961,6.069983,1084,1,E,70
Essey,Nancy,France,ENC,LFSN,48.692069,6.230458,751,1,E,70
Champagne,Reims,France,RHE,LFSR,49.31,4.05,312,1,E,70
Entzheim,Strasbourg,France,SXB,LFST,48.538319,7.628233,505,1,E,70
Le Palyvestre,Hyeres,France,TLN,LFTH,43.0973,6.14603,7,1,E,70
Garons,Nimes,France,FNI,LFTW,43.757444,4.416347,309,1,E,70
Lyon Part-Dieu Railway,Lyon,France,XYD,\N,46,5,821,1,U,70
La M√¥le Airport,La M√¥le,France,LTT,LFTZ,43.2054,6.482,59,1,E,70
EuroAirport,Mulhouse,France,EAP,\N,47.589583,7.529914,885,1,E,70
Angers-Loire Airport,Angers/Marc√©,France,ANE,LFJR,47.5603,-0.312222,194,1,E,70
√éle d'Yeu Airport,√éle d'Yeu,France,IDY,LFEY,46.718611,-2.391111,79,1,E,70
Croisette Heliport,Cannes,France,JCA,,43.536,7.03736,0,1,E,70
Saint Barthelemy,Gustavia,France,SBH,TFFJ,17.9023,-62.8324,50,-4,E,70
Courchevel Airport,Courcheval,France,CVF,LFLJ,45.3967,6.63472,6588,1,E,70
La Defense Heliport,Paris,France,JPU,\N,48.86667,2.333333,0,1,E,70
La Rochelle-Ile de Re,La Rochelle,France,LRH,LFBH,46.1792,-1.19528,74,1,E,70
Lille,Lille,France,XDB,\N,50.563333,3.08805,1,1,U,70
Gare du Nord,Paris,France,XPG,\N,48.880931,2.355323,423,1,E,70
Gare Montparnasse,Paris,France,XGB,\N,48.84,2.318611,423,1,E,70
Saint-Pierre-des-Corps,Tours,France,XSH,\N,47.385626,0.723347,159,1,E,70
Frejus Saint Raphael,Frejus,France,FRJ,LFTU,43.416667,6.733333,7,1,E,70
Megeve Airport,Verdun,France,MVV,LFHM,45.8208,6.65222,4823,1,U,70
Meribel Airport,Ajaccio,France,MFX,LFKX,45.4069,6.58056,5636,1,U,70
Angers St Laud,Angers,France,QXG,\N,47.464714,-0.556405,300,1,E,70
Gare de Strasbourg,Strasbourg,France,XWG,\N,48.585068,7.734547,475,1,E,70
Gare de Lyon,Paris,France,PLY,\N,48.844722,2.373611,129,1,E,70
Gare de LEst,Paris,France,XHP,\N,48.876944,2.359167,149,1,E,70
All Airports,Paris,France,PAR,\N,48.856389,2.352222,107,1,E,70
Fontaine Airport,Belfort,France,BOR,LFSQ,47.6556015,7.0108299,3663,1,E,70
Rochambeau,Cayenne,French Guiana,CAY,SOCA,4.819808,-52.360447,26,-3,U,71
Saul Airport,Saul,French Guiana,XAU,SOOS,3.61361,-53.2042,656,-3,U,71
Maripasoula Airport,Maripasoula,French Guiana,MPY,SOOA,3.6575,-54.037222,377,-3,S,71
Saint-Laurent-du-Maroni Airport,Saint-Laurent-du-Maroni,French Guiana,LDX,SOOM,5.483056,-54.034444,17,-3,S,71
Rurutu,Rurutu,French Polynesia,RUR,NTAR,-22.434069,-151.360614,18,-10,U,72
Tubuai,Tubuai,French Polynesia,TUB,NTAT,-23.365353,-149.524072,7,-10,U,72
Anaa,Anaa,French Polynesia,AAA,NTGA,-17.352606,-145.509956,10,-10,U,72
Tikehau,Tikehau,French Polynesia,TIH,NTGC,-15.119617,-148.230697,6,-10,U,72
Reao,Reao,French Polynesia,REA,NTGE,-18.465861,-136.439706,12,-10,U,72
Fakarava,Fakarava,French Polynesia,FAV,NTGF,-16.05415,-145.656994,13,-10,U,72
Manihi,Manihi,French Polynesia,XMH,NTGI,-14.436764,-146.070056,14,-10,U,72
Totegegie,Totegegie,French Polynesia,GMR,NTGJ,-23.079861,-134.890333,7,-9,U,72
Kaukura,Kaukura Atoll,French Polynesia,KKR,NTGK,-15.663333,-146.884769,11,-10,U,72
Makemo,Makemo,French Polynesia,MKP,NTGM,-16.583919,-143.658369,3,-10,U,72
Puka Puka,Puka Puka,French Polynesia,PKP,NTGP,-14.809458,-138.812811,5,-10,U,72
Takapoto,Takapoto,French Polynesia,TKP,NTGT,-14.709544,-145.245814,12,-10,U,72
Arutua,Arutua,French Polynesia,AXR,NTGU,-15.248289,-146.616708,9,-10,U,72
Mataiva,Mataiva,French Polynesia,MVT,NTGV,-14.868055,-148.717225,11,-10,U,72
Takaroa,Takaroa,French Polynesia,TKX,NTKR,-14.455781,-145.024542,13,-10,U,72
Nuku Hiva,Nuku Hiva,French Polynesia,NHV,NTMD,-8.795603,-140.228789,220,-9.5,U,72
Bora Bora,Bora Bora,French Polynesia,BOB,NTTB,-16.444378,-151.751286,10,-10,U,72
Rangiroa,Rangiroa,French Polynesia,RGI,NTTG,-14.954283,-147.6608,10,-10,U,72
Huahine,Huahine Island,French Polynesia,HUH,NTTH,-16.687242,-151.021667,7,-10,U,72
Moorea,Moorea,French Polynesia,MOZ,NTTM,-17.489972,-149.761869,9,-10,U,72
Hao,Hao Island,French Polynesia,HOI,NTTO,-18.074814,-140.945886,10,-10,U,72
Maupiti,Maupiti,French Polynesia,MAU,NTTP,-16.426486,-152.243669,15,-10,U,72
Raiatea,Raiatea Island,French Polynesia,RFP,NTTR,-16.722861,-151.465856,3,-10,U,72
Faa\\'a International,Papeete,French Polynesia,PPT,NTAA,-17.556667,-149.611389,7,-10,U,72
Ua Huka Airport,Ua Huka,French Polynesia,UAH,NTMU,-8.93611,-139.552,160,-9.5,U,72
Ua Pou Airport,Ua Pou,French Polynesia,UAP,NTMP,-9.35167,-140.078,16,-9.5,U,72
Hiva Oa-Atuona Airport,Hiva-oa,French Polynesia,AUQ,NTMN,-9.768794,-139.011256,1481,-9.5,U,72
Ahe Airport,Ahe,French Polynesia,AHE,NTHE,-14.4281,-146.257,11,-10,U,72
Apataki Airport,Apataki,French Polynesia,APK,NTGD,-15.5736,-146.415,8,-10,U,72
Rimatara,Rimatara,French Polynesia,RMT,NTAM,-22.637253,-152.805192,56,-10,U,72
Niau,Niau,French Polynesia,NIU,NTKN,-16.119037,-146.368406,49,-10,U,72
Raivavae Airport,Raivavae,French Polynesia,RVV,NTAV,-23.87,-147.67,25,-10,N,72
Tureia Airport,Tureia,French Polynesia,ZTA,NTGY,-20.7897,-138.57,12,-10,N,72
Tetiaroa Airport,Tetiaroa,French Polynesia,TTI,NTTE,-17.0132999,-149.5870056,0,-10,N,72
Pukarua Airport,Pukarua,French Polynesia,PUK,NTGQ,-18.3166666,-137.016666,6,-10,N,72
Oyem,Oyem,Gabon,OYE,FOGO,1.543108,11.581361,2158,1,N,73
Okondja,Okondja,Gabon,OKN,FOGQ,-0.665214,13.673133,1325,1,N,73
Lambarene,Lambarene,Gabon,LBQ,FOGR,-0.704389,10.245722,82,1,N,73
Bitam,Bitam,Gabon,BMM,FOOB,2.075639,11.493195,1969,1,N,73
Port Gentil,Port Gentil,Gabon,POG,FOOG,-0.711739,8.754383,13,1,N,73
Omboue Hopital,Omboue Hospial,Gabon,OMB,FOOH,-1.574733,9.262694,33,1,N,73
Makokou,Makokou,Gabon,MKU,FOOK,0.579211,12.890908,1726,1,N,73
Leon M Ba,Libreville,Gabon,LBV,FOOL,0.4586,9.412283,39,1,N,73
Mvengue,Franceville,Gabon,MVB,FOON,-1.656156,13.438036,1450,1,N,73
Gamba,Gamba,Gabon,GAX,,-2.71016,9.96062,73,1,N,73
Tchibanga Airport,Tchibanga,Gabon,TCH,FOOT,-2.85,11.017,269,1,N,73
Mouilla Ville Airport,Mouila,Gabon,MJL,FOGM,-1.84514,11.0567,295,1,N,73
Koulamoutou Airport,Koulamoutou,Gabon,KOU,FOGK,-1.18461,12.4413,1070,1,N,73
Mayumba Airport,Mayumba,Gabon,MYB,FOOY,-3.416667,10.65,500,1,U,73
Banjul Intl,Banjul,Gambia,BJL,GBYD,13.337961,-16.652206,95,0,N,74
Batumi,Batumi,Georgia,BUS,UGSB,41.610278,41.599694,105,4,N,75
